id,name_cn,name_jp,name_en,grade,ms_number,series,subcategory,price_jp_msrp,price_jp_market,price_us_msrp,price_us_market,price_cn_msrp,price_cn_market,created_at,updated_at
1530,瓦基尔(高达头&精神感应板搭载型),,,HGUC,,HGUC拼装模型系列,其他限定版,4000.0,,26.8,,200.0,,2026-01-12 16:26:58.256843,2026-01-12 16:26:58.256845
1531,独角兽高达3号机 菲尼克斯 (毁灭模式) 金银电镀套装 基地限定版,,,HGUC,,HGUC拼装模型系列,其他限定版,20000.0,,134.0,,1000.0,,2026-01-12 16:26:58.257390,2026-01-12 16:26:58.257392
1532,非凡强袭自由高达[再生材料配色/霓虹蓝],,,HGUC,,HGUC拼装模型系列,其他限定版,3000.0,,20.1,,150.0,,2026-01-12 16:26:58.257937,2026-01-12 16:26:58.257939
1533,基拉·德卡(重武装式样),,,HGUC,,HGUC拼装模型系列,其他限定版,3500.0,,23.45,,175.0,,2026-01-12 16:26:58.258473,2026-01-12 16:26:58.258475
1534,高达DX [彩透版],,,HGUC,,HGUC拼装模型系列,其他限定版,2300.0,,15.41,,115.0,,2026-01-12 16:26:58.258999,2026-01-12 16:26:58.259001
1535,高达F91 [残像透明版],,,HGUC,,HGUC拼装模型系列,其他限定版,1700.0,,11.39,,85.0,,2026-01-12 16:26:58.259517,2026-01-12 16:26:58.259518
1536,RX-78-2 高达 (店铺特供版),,,HGUC,RX-78,HGUC拼装模型系列,特别版,,,,,,,2026-01-12 16:26:58.260040,2026-01-12 16:26:58.260042
1537,RX-78-2 高达（钢普拉DVD目录附带版）,,,HGUC,RX-78,HGUC拼装模型系列,特别版,1000.0,,6.7,,50.0,,2026-01-12 16:26:58.260568,2026-01-12 16:26:58.260570
1538,钢加农（钢普拉DVD目录附带版）,,,HGUC,,HGUC拼装模型系列,特别版,800.0,,5.36,,40.0,,2026-01-12 16:26:58.261094,2026-01-12 16:26:58.261096
1539,钢坦克（钢普拉DVD目录附带版）,,,HGUC,,HGUC拼装模型系列,特别版,800.0,,5.36,,40.0,,2026-01-12 16:26:58.261618,2026-01-12 16:26:58.261619
1540,吉姆（钢普拉DVD目录附带版）,,,HGUC,,HGUC拼装模型系列,特别版,700.0,,4.69,,35.0,,2026-01-12 16:26:58.262148,2026-01-12 16:26:58.262150
1541,夏亚专用扎古II（钢普拉DVD目录附带版）,,,HGUC,,HGUC拼装模型系列,特别版,1000.0,,6.7,,50.0,,2026-01-12 16:26:58.262678,2026-01-12 16:26:58.262679
1542,夏亚专用魔蟹（钢普拉DVD目录附带版）,,,HGUC,,HGUC拼装模型系列,特别版,700.0,,4.69,,35.0,,2026-01-12 16:26:58.263199,2026-01-12 16:26:58.263201
1543,老虎（钢普拉DVD目录附带版）,,,HGUC,,HGUC拼装模型系列,特别版,,,,,,,2026-01-12 16:26:58.263719,2026-01-12 16:26:58.263720
1544,大魔/里克大魔（钢普拉DVD目录附带版）,,,HGUC,,HGUC拼装模型系列,特别版,1700.0,,11.39,,85.0,,2026-01-12 16:26:58.264237,2026-01-12 16:26:58.264239
1545,高达V作战套装,,,HGUC,,HGUC拼装模型系列,特别版,2600.0,,17.42,,130.0,,2026-01-12 16:26:58.264775,2026-01-12 16:26:58.264776
1546,MS-09 大魔套装,,,HGUC,MS-09,HGUC拼装模型系列,特别版,4000.0,,26.8,,200.0,,2026-01-12 16:26:58.265296,2026-01-12 16:26:58.265298
1547,格利普斯战争套装,,,HGUC,,HGUC拼装模型系列,特别版,4000.0,,26.8,,200.0,,2026-01-12 16:26:58.265817,2026-01-12 16:26:58.265819
1548,水陆两用套装,,,HGUC,,HGUC拼装模型系列,特别版,3000.0,,20.1,,150.0,,2026-01-12 16:26:58.266336,2026-01-12 16:26:58.266337
1549,高达G3与夏亚专用大魔,,,HGUC,,HGUC拼装模型系列,特别版,2500.0,,16.75,,125.0,,2026-01-12 16:26:58.266857,2026-01-12 16:26:58.266859
1550,ν高达 金属涂层Ver.,,,HGUC,,HGUC拼装模型系列,特别版,5000.0,,33.5,,250.0,,2026-01-12 16:26:58.267379,2026-01-12 16:26:58.267381
1551,沙扎比 金属涂层Ver.,,,HGUC,,HGUC拼装模型系列,特别版,5500.0,,36.85,,275.0,,2026-01-12 16:26:58.267901,2026-01-12 16:26:58.267902
1552,高达VS扎古套装,,,HGUC,,HGUC拼装模型系列,特别版,2000.0,,13.4,,100.0,,2026-01-12 16:26:58.268618,2026-01-12 16:26:58.268620
1553,独角兽高达 毁灭形态,,,HGUC,,HGUC拼装模型系列,特别版,4000.0,,26.8,,200.0,,2026-01-12 16:26:58.269162,2026-01-12 16:26:58.269164
1554,新安洲,,,HGUC,,HGUC拼装模型系列,其他限定版,5000.0,,33.5,,250.0,,2026-01-12 16:26:58.269695,2026-01-12 16:26:58.269696
1555,独角兽3号机菲尼克斯(NT版) 电镀版,,,HGUC,,HGUC拼装模型系列,特别版,,,,,,,2026-01-12 16:26:58.270222,2026-01-12 16:26:58.270224
1556,Ξ高达VS佩涅罗佩 浮游导弹特效件套装,,,HGUC,,HGUC拼装模型系列,特别版,15800.0,,105.86,,790.0,,2026-01-12 16:26:58.270816,2026-01-12 16:26:58.270818
1557,高达G40 (Industrial Design Ver.),,,HGUC,,HGUC拼装模型系列,HG 40周年纪念系列 (非HGUC),3000.0,,20.1,,150.0,,2026-01-12 16:26:58.271524,2026-01-12 16:26:58.271527
1558,RX-78-2 高达 [Beyond Global],,,HGUC,RX-78,HGUC拼装模型系列,HG 40周年纪念系列 (非HGUC),2000.0,,13.4,,100.0,,2026-01-12 16:26:58.272144,2026-01-12 16:26:58.272146
1559,RX-78-2 高达[BEYOND GLOBAL](彩透版),,,HGUC,RX-78,HGUC拼装模型系列,HG 40周年纪念系列 (非HGUC),2000.0,,13.4,,100.0,,2026-01-12 16:26:58.272708,2026-01-12 16:26:58.272710
1560,高达G40 彩色透明版,,,HGUC,,HGUC拼装模型系列,HG 40周年纪念系列 (非HGUC),3200.0,,21.44,,160.0,,2026-01-12 16:26:58.273256,2026-01-12 16:26:58.273258
1561,RX-78-2 高达[BEYOND GLOBAL] [夜光版],,,HGUC,RX-78,HGUC拼装模型系列,HG 40周年纪念系列 (非HGUC),,,,,,,2026-01-12 16:26:58.273807,2026-01-12 16:26:58.273809
1562,RX-78-3 G-3高达[BEYOND GLOBAL],,,HGUC,RX-78,HGUC拼装模型系列,HG 40周年纪念系列 (非HGUC),2200.0,,14.74,,110.0,,2026-01-12 16:26:58.274342,2026-01-12 16:26:58.274343
1563,RX-78-2 高达[BEYOND GLOBAL][高达基地配色],,,HGUC,RX-78,HGUC拼装模型系列,HG 40周年纪念系列 (非HGUC),2200.0,,14.74,,110.0,,2026-01-12 16:26:58.274875,2026-01-12 16:26:58.274877
1564,RX-78-2 高达[BEYOND GLOBAL] 金银铜.Ver,,,HGUC,RX-78,HGUC拼装模型系列,HG 40周年纪念系列 (非HGUC),,,,,,,2026-01-12 16:26:58.275401,2026-01-12 16:26:58.275403
1565,RX-78-2 高达[BEYOND GLOBAL] 高达动客泰国,,,HGUC,RX-78,HGUC拼装模型系列,HG 40周年纪念系列 (非HGUC),900.0,,6.03,,45.0,,2026-01-12 16:26:58.275932,2026-01-12 16:26:58.275933
1566,RX-78-2 高达 Ver.G30th,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),1200.0,,8.04,,60.0,,2026-01-12 16:26:58.276466,2026-01-12 16:26:58.276468
1567,RX-78-2 高达 Ver.G30th (绿色东京计划),,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),1500.0,,10.05,,75.0,,2026-01-12 16:26:58.276995,2026-01-12 16:26:58.276997
1568,RX-78-2 高达 Ver.G30th 全彩涂层版,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),5000.0,,33.5,,250.0,,2026-01-12 16:26:58.277518,2026-01-12 16:26:58.277519
1569,RX-78-2 高达 Ver.G30th 7-11配色,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),1600.0,,10.72,,80.0,,2026-01-12 16:26:58.278041,2026-01-12 16:26:58.278042
1570,机动战士高达30周年 高达模型珍藏BOX,,,HGUC,,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),15000.0,,100.5,,750.0,,2026-01-12 16:26:58.278567,2026-01-12 16:26:58.278569
1571,RX-78-2 高达 Ver.G30th 珍藏金色Ver.,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),3000.0,,20.1,,150.0,,2026-01-12 16:26:58.279093,2026-01-12 16:26:58.279095
1572,RX-78-2 高达 Ver.G30th ANA原创色 电镀版,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),3000.0,,20.1,,150.0,,2026-01-12 16:26:58.279614,2026-01-12 16:26:58.279615
1573,RX-78-2 高达 Ver.G30th (RG1/1高达计划),,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),1500.0,,10.05,,75.0,,2026-01-12 16:26:58.280158,2026-01-12 16:26:58.280159
1574,RX-78-3 G-3高达 Ver.G30th,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),1200.0,,8.04,,60.0,,2026-01-12 16:26:58.280675,2026-01-12 16:26:58.280677
1575,RX-78-2 高达 Ver.G30th 透明版,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),1200.0,,8.04,,60.0,,2026-01-12 16:26:58.281190,2026-01-12 16:26:58.281191
1576,RX-78-2 高达 Ver.G30th 钢普拉入门套装 vol.2,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),1400.0,,9.38,,70.0,,2026-01-12 16:26:58.281713,2026-01-12 16:26:58.281715
1577,RX-78-2 高达 B印 YOSHIDA×PORTER×GUNPLA 特别套装Ver.,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),28000.0,,187.6,,1400.0,,2026-01-12 16:26:58.282231,2026-01-12 16:26:58.282232
1578,RX-78-2 高达 Ver.G30th 7-11配色 ver.1.5,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),1200.0,,8.04,,60.0,,2026-01-12 16:26:58.282749,2026-01-12 16:26:58.282751
1579,RX-78-2 高达 Ver.G30th 三井Visa卡联名,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),150.0,,1.01,,7.5,,2026-01-12 16:26:58.283265,2026-01-12 16:26:58.283267
1580,RX-78-2 高达 Ver.G30th Ver.GFT,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),1600.0,,10.72,,80.0,,2026-01-12 16:26:58.283785,2026-01-12 16:26:58.283787
1581,RX-78-2 高达 Ver.G30th Ver.GFT 7-11配色,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),1600.0,,10.72,,80.0,,2026-01-12 16:26:58.284307,2026-01-12 16:26:58.284309
1582,RX-78-2 高达 Ver.G30th SANKYO ORIGINAL Ver.,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),,,,,,,2026-01-12 16:26:58.284833,2026-01-12 16:26:58.284834
1583,RX-78-2 高达 Ver.G30th 烟熏透明版,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),,,,,,,2026-01-12 16:26:58.285354,2026-01-12 16:26:58.285355
1584,RX-78-2 高达 Ver.G30th 电击HOBBY 透明蓝 Ver.,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),,,,,,,2026-01-12 16:26:58.285881,2026-01-12 16:26:58.285883
1585,RX-78-2 高达 Ver.G30th 金属色版 大阪限定Ver.,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),,,,,,,2026-01-12 16:26:58.286406,2026-01-12 16:26:58.286407
1586,RX-78-2 高达 Ver.G30th 7-11配色 金色成型色版,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),1600.0,,10.72,,80.0,,2026-01-12 16:26:58.286981,2026-01-12 16:26:58.286983
1587,RX-78-2 高达 Ver.G30th 透明红 Ver.,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),,,,,,,2026-01-12 16:26:58.287520,2026-01-12 16:26:58.287522
1588,RX-78-2 高达 Ver. SG50,,,HGUC,RX-78,HGUC拼装模型系列,HG 30周年纪念版 (非HGUC),,,,,,,2026-01-12 16:26:58.288048,2026-01-12 16:26:58.288050
1589,扎古陆战套装,,,HGUC,,HGUC拼装模型系列,HG U.C.Hard Graph,2200.0,,14.74,,110.0,,2026-01-12 16:26:58.288576,2026-01-12 16:26:58.288577
1590,陆战型高达&74式气垫卡车套装,,,HGUC,,HGUC拼装模型系列,HG U.C.Hard Graph,2200.0,,14.74,,110.0,,2026-01-12 16:26:58.289103,2026-01-12 16:26:58.289104
1591,RX-78 高达 先行发售版,,,HGUC,RX-78,HGUC拼装模型系列,HG(1990)系列 (非HGUC),300.0,,2.01,,15.0,,2026-01-12 16:26:58.289627,2026-01-12 16:26:58.289629
1592,01 RX-78 高达,,,HGUC,RX-78,HGUC拼装模型系列,HG(1990)系列 (非HGUC),1000.0,,6.7,,50.0,,2026-01-12 16:26:58.290152,2026-01-12 16:26:58.290154
1593,02 Z高达,,,HGUC,,HGUC拼装模型系列,HG(1990)系列 (非HGUC),1200.0,,8.04,,60.0,,2026-01-12 16:26:58.290674,2026-01-12 16:26:58.290676
1594,Z高达 金色电镀版,,,HGUC,,HGUC拼装模型系列,HG(1990)系列 (非HGUC),,,,,,,2026-01-12 16:26:58.291198,2026-01-12 16:26:58.291200
1595,高达MK-Ⅱ,,,HGUC,,HGUC拼装模型系列,HG(1990)系列 (非HGUC),1000.0,,6.7,,50.0,,2026-01-12 16:26:58.291724,2026-01-12 16:26:58.291725
1596,04 ZZ高达,,,HGUC,,HGUC拼装模型系列,HG(1990)系列 (非HGUC),1500.0,,10.05,,75.0,,2026-01-12 16:26:58.292246,2026-01-12 16:26:58.292247
1597,RX-78 高达 最后一击版,,,HGUC,RX-78,HGUC拼装模型系列,HG(1990)系列 (非HGUC),1000.0,,6.7,,50.0,,2026-01-12 16:26:58.292771,2026-01-12 16:26:58.292772
1598,万代,,,HGUC,,HGUC拼装模型系列,普通版,3500.0,,23.45,,175.0,,2026-01-12 16:26:58.293221,2026-01-12 16:26:58.293222
1599,高达,,,FM,,Full Mechanics系列,普通版,4200.0,,28.14,,210.0,,2026-01-12 17:15:31.285777,2026-01-12 17:15:31.285781
1600,高达模型,,,FM,,Full Mechanics系列,普通版,4200.0,,28.14,,210.0,,2026-01-12 17:15:31.288997,2026-01-12 17:15:31.288999
1601,军事民用,,,FM,,Full Mechanics系列,普通版,5300.0,,35.51,,265.0,,2026-01-12 17:15:31.289656,2026-01-12 17:15:31.289657
1602,HGUC 网限版 强袭自由高达二式&光之翼特效件套装,,,FM,,Full Mechanics系列,普通版,4200.0,,28.14,,210.0,,2026-01-12 17:15:31.290470,2026-01-12 17:15:31.290472
1603,万代 >,,,FM,,Full Mechanics系列,普通版,3500.0,,23.45,,175.0,,2026-01-12 17:15:31.291160,2026-01-12 17:15:31.291162
1604,机甲,,,FM,,Full Mechanics系列,普通版,24000.0,,160.8,,1200.0,,2026-01-12 17:15:31.291758,2026-01-12 17:15:31.291760
1605,MR魂 Ka signature Ex-S高达［Re:Coordinate］,,,FM,,Full Mechanics系列,普通版,24000.0,,160.8,,1200.0,,2026-01-12 17:15:31.292381,2026-01-12 17:15:31.292383
1606,拼装,,,FM,,Full Mechanics系列,普通版,5400.0,,36.18,,270.0,,2026-01-12 17:15:31.292956,2026-01-12 17:15:31.292958
1607,再版 MG 网络限定版 卡碧尼 诅咒,,,FM,,Full Mechanics系列,普通版,5400.0,,36.18,,270.0,,2026-01-12 17:15:31.293514,2026-01-12 17:15:31.293516
1608,再版 MG 网络限定版 京宝梵SCHWER,,,FM,,Full Mechanics系列,普通版,6100.0,,40.87,,305.0,,2026-01-12 17:15:31.294147,2026-01-12 17:15:31.294149
1609,HG MSGG 普通版 GQuuuuuuX(恩底弥翁装置觉醒时) 官图更新,,,FM,,Full Mechanics系列,普通版,2600.0,,17.42,,130.0,,2026-01-12 17:15:31.294704,2026-01-12 17:15:31.294706
1610,高达系列作品介绍,,,FM,,Full Mechanics系列,普通版,,,,,,,2026-01-12 17:15:31.295255,2026-01-12 17:15:31.295257
1611,HGUC 网限版 曼陀罗高达,,,FM,,Full Mechanics系列,普通版,2650.0,,17.75,,132.5,,2026-01-12 17:15:31.295797,2026-01-12 17:15:31.295799
1612,万代,,,FM,,Full Mechanics系列,普通版,3500.0,,23.45,,175.0,,2026-01-12 17:15:31.296336,2026-01-12 17:15:31.296338
1613,HGUC 其他限定版 RX-77-2 钢加农 (新生版) 甲斐拓也配色,,,FM,RX-77,Full Mechanics系列,普通版,,,,,,,2026-01-12 17:15:31.296872,2026-01-12 17:15:31.296874
1614,高达模型 配件套组 普通版 18 (创制推进器套装),,,FM,,Full Mechanics系列,普通版,1100.0,,7.37,,55.0,,2026-01-12 17:15:31.297404,2026-01-12 17:15:31.297405
1615,GNFP系列 1/144 RX-78F00/E 高达(EX-001 玻璃羽翼装备)[JAL特别包装Ver.],,,FM,RX-78F,Full Mechanics系列,普通版,,,,,,,2026-01-12 17:15:31.297935,2026-01-12 17:15:31.297937
1616,Block Cross BCG -002 非凡强袭自由高达,,,FM,,Full Mechanics系列,普通版,1700.0,,11.39,,85.0,,2026-01-12 17:15:31.298462,2026-01-12 17:15:31.298464
1617,ROBOT魂 普通版 古连泰沙,,,FM,,Full Mechanics系列,普通版,9500.0,,63.65,,475.0,,2026-01-12 17:15:31.298994,2026-01-12 17:15:31.298996
1618,超合金系列 高达 倒A高达,,,FM,,Full Mechanics系列,普通版,7800.0,,52.26,,390.0,,2026-01-12 17:15:31.299532,2026-01-12 17:15:31.299534
1619,新FW系列 GUNDAM CONVERGE CORE 闪光的哈萨维套装,,,FM,,Full Mechanics系列,普通版,8300.0,,55.61,,415.0,,2026-01-12 17:15:31.300059,2026-01-12 17:15:31.300061
1620,RG 其他限定版 自由高达 Ver.GCP 未启动形态,,,FM,,Full Mechanics系列,普通版,299.0,,2.0,,14.95,,2026-01-12 17:15:31.300587,2026-01-12 17:15:31.300588
1621,眼镜厂高达景品 音响系列 N-极限高达·爆裂 型音箱,,,FM,,Full Mechanics系列,普通版,,,,,,,2026-01-12 17:15:31.301109,2026-01-12 17:15:31.301110
1622,BANPRESTO,,,FM,,Full Mechanics系列,普通版,,,,,,,2026-01-12 17:15:31.301634,2026-01-12 17:15:31.301636
1623,眼镜厂高达景品 音响系列 神高达型音箱,,,FM,,Full Mechanics系列,普通版,,,,,,,2026-01-12 17:15:31.302160,2026-01-12 17:15:31.302162
1624,眼镜厂高达景品 音响系列 闪光高达型音箱,,,FM,,Full Mechanics系列,普通版,,,,,,,2026-01-12 17:15:31.302698,2026-01-12 17:15:31.302700
1625,眼镜厂高达景品 一番赏 机动战士Gundam GQuuuuuuX vol.4,,,FM,,Full Mechanics系列,普通版,900.0,,6.03,,45.0,,2026-01-12 17:15:31.303243,2026-01-12 17:15:31.303245
1626,眼镜厂高达景品 一番赏 机动战士高达 铁血的奥尔芬斯,,,FM,,Full Mechanics系列,普通版,850.0,,5.7,,42.5,,2026-01-12 17:15:31.303783,2026-01-12 17:15:31.303785
1627,眼镜厂高达景品 一番赏 机动战士高达 宇宙世纪SAGA,,,FM,,Full Mechanics系列,普通版,850.0,,5.7,,42.5,,2026-01-12 17:15:31.304312,2026-01-12 17:15:31.304314
1628,MSE EX版 EX56 宙斯魅影,,,FM,EX56,Full Mechanics系列,普通版,6000.0,,40.2,,300.0,,2026-01-12 17:15:31.304762,2026-01-12 17:15:31.304764
1629,06 百炼,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1000.0,,6.7,,50.0,,2026-01-12 17:25:33.254487,2026-01-12 17:25:33.254491
1630,07 高达巴巴托斯&库坦三型 长距离输送推进器,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,5000.0,,33.5,,250.0,,2026-01-12 17:25:33.257634,2026-01-12 17:25:33.257636
1631,08 高达古辛,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1200.0,,8.04,,60.0,,2026-01-12 17:25:33.258374,2026-01-12 17:25:33.258377
1632,09 曼罗迪,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1000.0,,6.7,,50.0,,2026-01-12 17:25:33.259103,2026-01-12 17:25:33.259106
1633,10 百炼(阿米达机),,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1200.0,,8.04,,60.0,,2026-01-12 17:25:33.259751,2026-01-12 17:25:33.259753
1634,11 高达锡蒙力,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1200.0,,8.04,,60.0,,2026-01-12 17:25:33.260363,2026-01-12 17:25:33.260365
1635,12 流星号(格雷兹改二),,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1200.0,,8.04,,60.0,,2026-01-12 17:25:33.260946,2026-01-12 17:25:33.260948
1636,13 高达古辛 重锻型,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1200.0,,8.04,,60.0,,2026-01-12 17:25:33.261511,2026-01-12 17:25:33.261513
1637,14 葛琳洁德,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1200.0,,8.04,,60.0,,2026-01-12 17:25:33.262064,2026-01-12 17:25:33.262065
1638,15 高达巴巴托斯 第六形态,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1400.0,,9.38,,70.0,,2026-01-12 17:25:33.262618,2026-01-12 17:25:33.262619
1639,16 高达锡蒙力 骑兵型,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1400.0,,9.38,,70.0,,2026-01-12 17:25:33.263173,2026-01-12 17:25:33.263174
1640,17 格雷兹 骑士型 卡尔塔机,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1200.0,,8.04,,60.0,,2026-01-12 17:25:33.263730,2026-01-12 17:25:33.263732
1641,18 格雷兹 艾因,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1400.0,,9.38,,70.0,,2026-01-12 17:25:33.264275,2026-01-12 17:25:33.264276
1642,19 高达亚斯塔禄,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1000.0,,6.7,,50.0,,2026-01-12 17:25:33.264820,2026-01-12 17:25:33.264822
1643,20 高达亚斯塔禄 起源型,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1400.0,,9.38,,70.0,,2026-01-12 17:25:33.265356,2026-01-12 17:25:33.265357
1644,21 高达巴巴托斯 天狼座,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1000.0,,6.7,,50.0,,2026-01-12 17:25:33.265884,2026-01-12 17:25:33.265885
1645,22 雨果,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1200.0,,8.04,,60.0,,2026-01-12 17:25:33.266410,2026-01-12 17:25:33.266412
1646,23 高达古辛  深度重锻型,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1200.0,,8.04,,60.0,,2026-01-12 17:25:33.266936,2026-01-12 17:25:33.266937
1647,24 机动雷金雷兹 (朱莉塔机),,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1200.0,,8.04,,60.0,,2026-01-12 17:25:33.267458,2026-01-12 17:25:33.267459
1648,25 伊欧骨架 狮电,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1200.0,,8.04,,60.0,,2026-01-12 17:25:33.267989,2026-01-12 17:25:33.267990
1649,26 盖雷尔,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1000.0,,6.7,,50.0,,2026-01-12 17:25:33.268514,2026-01-12 17:25:33.268516
1650,27 高达维达尔,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1200.0,,8.04,,60.0,,2026-01-12 17:25:33.269041,2026-01-12 17:25:33.269042
1651,28 高达弗劳洛斯(流星号),,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1400.0,,9.38,,70.0,,2026-01-12 17:25:33.269661,2026-01-12 17:25:33.269664
1652,29 Mobile Armor主天使/哈斯蒙,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,3800.0,,25.46,,190.0,,2026-01-12 17:25:33.270586,2026-01-12 17:25:33.270588
1653,30 辟邪,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1000.0,,6.7,,50.0,,2026-01-12 17:25:33.271195,2026-01-12 17:25:33.271197
1654,31 荷姆薇洁·转生式,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1200.0,,8.04,,60.0,,2026-01-12 17:25:33.271792,2026-01-12 17:25:33.271794
1655,32 漏影,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1200.0,,8.04,,60.0,,2026-01-12 17:25:33.272382,2026-01-12 17:25:33.272384
1656,33 高达巴巴托斯 天狼座帝王形态,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1400.0,,9.38,,70.0,,2026-01-12 17:25:33.272945,2026-01-12 17:25:33.272947
1657,34 雷金雷兹朱丽雅,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,,,,,,,2026-01-12 17:25:33.273495,2026-01-12 17:25:33.273497
1658,35 高达锡蒙力·维达尔,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1400.0,,9.38,,70.0,,2026-01-12 17:25:33.274038,2026-01-12 17:25:33.274040
1659,36 高达巴耶力,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1400.0,,9.38,,70.0,,2026-01-12 17:25:33.274576,2026-01-12 17:25:33.274577
1660,37 高达化勒,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1400.0,,9.38,,70.0,,2026-01-12 17:25:33.275103,2026-01-12 17:25:33.275105
1661,38 高达但他林,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1600.0,,10.72,,80.0,,2026-01-12 17:25:33.275632,2026-01-12 17:25:33.275633
1662,39 高达亚斯塔禄 复兴型,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1800.0,,12.06,,90.0,,2026-01-12 17:25:33.276168,2026-01-12 17:25:33.276169
1663,40 高达马可西亚斯,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,2200.0,,14.74,,110.0,,2026-01-12 17:25:33.276703,2026-01-12 17:25:33.276704
1664,41 高达端白星,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1500.0,,10.05,,75.0,,2026-01-12 17:25:33.277238,2026-01-12 17:25:33.277239
1665,42 高达格莫瑞,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1800.0,,12.06,,90.0,,2026-01-12 17:25:33.277765,2026-01-12 17:25:33.277766
1666,43 高达阿斯蒙蒂斯,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1900.0,,12.73,,95.0,,2026-01-12 17:25:33.278287,2026-01-12 17:25:33.278288
1667,44 施瓦尔贝特制型(希克拉兹机),,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1600.0,,10.72,,80.0,,2026-01-12 17:25:33.278807,2026-01-12 17:25:33.278809
1668,45 希格露恩,,,HGIBO,,高达铁血的奥尔芬斯拼装模型,普通版,1600.0,,10.72,,80.0,,2026-01-12 17:25:33.279326,2026-01-12 17:25:33.279327
